23,0,14,0,24,1
24,3,22,13,24,0
24,1,14,7,24,0
23,0,14,1,24,0
22,0,14,0,24,0
23,1,14,0,24,3
24,3,21,12,24,0
24,2,16,8,24,0
24,1,15,8,24,0
24,3,17,8,24,0
24,2,19,11,24,0
24,3,19,10,24,0
24,3,18,9,24,0
24,2,18,10,24,0
24,1,18,11,24,0
23,7,18,0,20,0
24,2,14,6,24,0
24,1,18,7,24,0
24,7,18,1,20,0
23,1,18,6,24,1
24,1,15,8,24,0
24,2,17,9,24,0
24,2,16,8,24,0
24,1,16,9,24,0
24,1,14,7,24,0
23,6,18,1,21,0
23,7,18,0,24,1
24,6,18,2,20,0
24,7,18,1,24,3
23,5,18,2,20,0
23,6,18,1,24,0
24,5,18,3,21,0
24,6,18,2,24,3
23,4,18,3,20,0
23,5,18,2,24,1
24,4,18,4,20,0
24,5,18,3,24,1
23,3,18,4,20,0
23,4,18,3,24,1
24,3,18,5,20,0
24,4,18,4,24,3
23,2,18,5,20,0
23,3,18,4,24,2
24,2,18,6,21,0
24,3,18,5,24,2
23,1,18,6,20,0
23,2,18,5,24,1
24,2,18,6,24,0
23,1,18,6,21,0
23,2,18,5,21,0
23,3,18,4,21,0
23,4,18,3,21,0
23,7,18,0,21,0
23,5,18,2,21,0
23,1,18,6,22,1
23,2,18,5,22,0
23,3,18,4,22,0
23,4,18,3,22,0
23,7,18,0,22,0
23,5,18,2,22,0
23,6,18,1,22,0
24,3,18,5,21,0
24,4,18,4,21,0
24,6,18,2,21,0
24,7,18,1,21,0
24,2,18,6,22,0
24,3,18,5,22,0
24,4,18,4,22,0
24,5,18,3,22,1
24,6,18,2,22,0
24,7,18,1,22,0
23,1,18,6,23,1
23,2,18,5,23,0
23,3,18,4,23,0
23,4,18,3,23,1
23,7,18,0,23,0
23,5,18,2,23,1
23,6,18,1,23,0
24,2,18,6,23,0
24,3,18,5,23,0
24,4,18,4,23,0
24,5,18,3,23,1
24,6,18,2,23,0
24,7,18,1,23,0
24,3,16,7,24,0
23,7,16,0,22,0
24,4,19,7,24,1
23,7,16,0,24,1
24,7,19,4,23,1
24,7,19,4,24,1
24,4,19,7,23,0
